date,type,nb_objets
2021-09-30 00:00:00+00:00,"Articles de sport, loisirs, camping",408
2021-09-30 00:00:00+00:00,Articles médicaux,93
2021-09-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",6313
2021-09-30 00:00:00+00:00,"Bijoux, montres",182
2021-09-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",649
2021-09-30 00:00:00+00:00,Divers,473
2021-09-30 00:00:00+00:00,Instruments de musique,69
2021-09-30 00:00:00+00:00,"Livres, articles de papéterie",271
2021-09-30 00:00:00+00:00,Optique,967
2021-09-30 00:00:00+00:00,Parapluies,136
2021-09-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1197
2021-09-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2369
2021-09-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",470
2021-09-30 00:00:00+00:00,"Vêtements, chaussures",2745
2021-12-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2881
2021-12-31 00:00:00+00:00,"Articles d'enfants, de puériculture",192
2021-12-31 00:00:00+00:00,"Articles de sport, loisirs, camping",144
2021-12-31 00:00:00+00:00,Articles médicaux,94
2021-12-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",6866
2021-12-31 00:00:00+00:00,"Bijoux, montres",171
2021-12-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",627
2021-12-31 00:00:00+00:00,Divers,404
2021-12-31 00:00:00+00:00,Instruments de musique,52
2021-12-31 00:00:00+00:00,"Livres, articles de papéterie",300
2021-12-31 00:00:00+00:00,Optique,758
2021-12-31 00:00:00+00:00,Parapluies,156
2021-12-31 00:00:00+00:00,Pièces d'identités et papiers personnels,1046
2021-12-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2128
2021-12-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",380
2021-12-31 00:00:00+00:00,"Vêtements, chaussures",1735
