,gare_regionsncf_libelle,date,lat,long
354,Auvergne-Rhône-Alpes,2016-12-20,1234.83489,136.47047899999998
355,Auvergne-Rhône-Alpes,2016-12-21,962.337618,102.300451
356,Auvergne-Rhône-Alpes,2016-12-22,1007.125906,108.86344199999999
357,Auvergne-Rhône-Alpes,2016-12-23,594.875184,63.137992999999994
358,Auvergne-Rhône-Alpes,2016-12-24,320.323913,34.015485
359,Auvergne-Rhône-Alpes,2016-12-25,183.042236,19.43742
360,Auvergne-Rhône-Alpes,2016-12-26,1005.9408589999999,112.143631
361,Auvergne-Rhône-Alpes,2016-12-27,2421.683938,273.494255
362,Auvergne-Rhône-Alpes,2016-12-28,1782.251356,210.74839
363,Auvergne-Rhône-Alpes,2016-12-29,503.46534299999996,55.309115
364,Auvergne-Rhône-Alpes,2016-12-30,1236.7273129999999,132.876781
365,Auvergne-Rhône-Alpes,2016-12-31,550.316158,62.991175
366,Auvergne-Rhône-Alpes,2017-01-01,549.126708,58.312259999999995
367,Auvergne-Rhône-Alpes,2017-01-02,1459.688579,165.246614
368,Auvergne-Rhône-Alpes,2017-01-03,1460.593131,169.754638
369,Auvergne-Rhône-Alpes,2017-01-04,1095.766259,122.62561799999999
370,Auvergne-Rhône-Alpes,2017-01-05,1464.480582,138.29229999999998
371,Auvergne-Rhône-Alpes,2017-01-06,1006.58101,106.983969
372,Auvergne-Rhône-Alpes,2017-01-07,595.028673,64.434095
373,Auvergne-Rhône-Alpes,2017-01-08,411.863417,41.975383
374,Auvergne-Rhône-Alpes,2017-01-09,1187.0549369999999,132.707249
375,Auvergne-Rhône-Alpes,2017-01-10,1188.28025,135.670214
376,Auvergne-Rhône-Alpes,2017-01-11,1278.481291,141.087967
377,Auvergne-Rhône-Alpes,2017-01-12,1550.861992,174.26268
378,Auvergne-Rhône-Alpes,2017-01-13,1144.351196,126.196133
379,Auvergne-Rhône-Alpes,2017-01-14,549.549118,52.24114
380,Auvergne-Rhône-Alpes,2017-01-15,549.126708,58.312259999999995
